,GO_ID,GO_term,GO_term_count
10466,GO:0035101,FACT complex,1
10467,GO:0045595,regulation of cell differentiation,1
3033,GO:0051387,negative regulation of neurotrophin TRK receptor signaling pathway,1
3034,GO:0061049,cell growth involved in cardiac muscle cell development,1
10470,GO:0009629,response to gravity,1
10471,GO:0010807,regulation of synaptic vesicle priming,1
3037,GO:0072300,positive regulation of metanephric glomerulus development,1
3038,GO:0090190,positive regulation of branching involved in ureteric bud morphogenesis,1
10476,GO:0032028,myosin head/neck binding,1
10477,GO:0032940,secretion by cell,1
10478,GO:0033605,positive regulation of catecholamine secretion,1
10479,GO:0035493,SNARE complex assembly,1
10480,GO:0043008,ATP-dependent protein binding,1
10481,GO:0048278,vesicle docking,1
10482,GO:0048787,presynaptic active zone membrane,1
10483,GO:0070033,synaptobrevin 2-SNAP-25-syntaxin-1a-complexin II complex,1
10484,GO:0070044,synaptobrevin 2-SNAP-25-syntaxin-1a complex,1
10463,GO:0031089,platelet dense granule lumen,1
10462,GO:0097109,neuroligin family protein binding,1
10461,GO:0016013,syntrophin complex,1
2988,GO:0042306,regulation of protein import into nucleus,1
2899,GO:0007263,nitric oxide mediated signal transduction,1
2949,GO:0010700,negative regulation of norepinephrine secretion,1
2950,GO:0021695,cerebellar cortex development,1
2954,GO:0032304,negative regulation of icosanoid secretion,1
2955,GO:0032516,positive regulation of phosphoprotein phosphatase activity,1
10439,GO:0031083,BLOC-1 complex,1
2979,GO:0035566,regulation of metanephros size,1
2985,GO:0035932,aldosterone secretion,1
10450,GO:0098967,exocytic insertion of neurotransmitter receptor to postsynaptic membrane,1
10460,GO:0016010,dystrophin-associated glycoprotein complex,1
10451,GO:0099590,neurotransmitter receptor internalization,1
10452,GO:0004518,nuclease activity,1
10453,GO:0006401,RNA catabolic process,1
10454,GO:0010564,regulation of cell cycle process,1
10455,GO:0010587,miRNA catabolic process,1
10456,GO:0031047,gene silencing by RNA,1
3032,GO:0051000,positive regulation of nitric-oxide synthase activity,1
10459,GO:1905172,RISC complex binding,1
10386,GO:0006865,amino acid transport,1
10384,GO:0000821,regulation of arginine metabolic process,1
2666,GO:0071257,cellular response to electrical stimulus,1
2690,GO:0098958,retrograde axonal transport of mitochondrion,1
10309,GO:0004467,long-chain fatty acid-CoA ligase activity,1
10310,GO:0006631,fatty acid metabolic process,1
2679,GO:0035609,C-terminal protein deglutamylation,1
2680,GO:0035610,protein side chain deglutamylation,1
10313,GO:0015908,fatty acid transport,1
10314,GO:0031957,very long-chain fatty acid-CoA ligase activity,1
10315,GO:0042760,very long-chain fatty acid catabolic process,1
10316,GO:0044381,glucose import in response to insulin stimulus,1
10317,GO:0044539,long-chain fatty acid import into cell,1
10318,GO:0047676,arachidonate-CoA ligase activity,1
10319,GO:0062003,"negative regulation of all-trans-retinyl-ester hydrolase, 11-cis retinol forming activity",1
10320,GO:0090433,palmitoyl-CoA ligase activity,1
10321,GO:0090434,oleoyl-CoA ligase activity,1
10322,GO:0001692,histamine metabolic process,1
3569,GO:0034751,aryl hydrocarbon receptor complex,1
3560,GO:0017162,aryl hydrocarbon receptor binding,1
10325,GO:0005337,nucleoside transmembrane transporter activity,1
10326,GO:0005342,organic acid transmembrane transporter activity,1
3547,GO:0006805,xenobiotic metabolic process,1
10308,GO:0001579,medium-chain fatty acid transport,1
10307,GO:0070997,neuron death,1
10306,GO:0051562,negative regulation of mitochondrial calcium ion concentration,1
10295,GO:0006810,transport,1
2675,GO:0015631,tubulin binding,1
10287,GO:0005262,calcium channel activity,1
10288,GO:0008273,"calcium, potassium:sodium antiporter activity",1
10289,GO:0015293,symporter activity,1
10290,GO:0044214,spanning component of plasma membrane,1
2678,GO:0035608,protein deglutamylation,1
10293,GO:0005347,ATP transmembrane transporter activity,1
10294,GO:0006537,glutamate biosynthetic process,1
10296,GO:0010907,positive regulation of glucose metabolic process,1
10305,GO:0046324,regulation of glucose import,1
10297,GO:0015810,aspartate transmembrane transport,1
10298,GO:0015867,ATP transport,1
10299,GO:0031643,positive regulation of myelination,1
10300,GO:0043490,malate-aspartate shuttle,1
10301,GO:1904024,negative regulation of glucose catabolic process to lactate via pyruvate,1
10302,GO:2001171,positive regulation of ATP biosynthetic process,1
10303,GO:0010917,negative regulation of mitochondrial membrane potential,1
10304,GO:0035356,cellular triglyceride homeostasis,1
2689,GO:0098957,anterograde axonal transport of mitochondrion,1
2691,GO:0120222,regulation of blastocyst development,1
10383,GO:0071705,nitrogen compound transport,1
10331,GO:0008324,cation transmembrane transporter activity,1
10362,GO:0097442,CA3 pyramidal cell dendrite,1
10363,GO:0005335,serotonin:sodium symporter activity,1
10366,GO:0014064,positive regulation of serotonin secretion,1
2759,GO:0010501,RNA secondary structure unwinding,1
2846,GO:0031054,pre-miRNA processing,1
2847,GO:0035194,post-transcriptional gene silencing by RNA,1
2848,GO:0035196,production of miRNAs involved in gene silencing by miRNA,1
2849,GO:0035198,miRNA binding,1
10372,GO:0019811,cocaine binding,1
10373,GO:0021941,negative regulation of cerebellar granule cell precursor proliferation,1
2850,GO:0035278,miRNA mediated inhibition of translation,1
2851,GO:0035279,mRNA cleavage involved in gene silencing by miRNA,1
10376,GO:0050998,nitric-oxide synthase binding,1
10377,GO:0071321,cellular response to cGMP,1
10378,GO:0090067,regulation of thalamus size,1
10379,GO:0005308,creatine transmembrane transporter activity,1
10380,GO:0005309,creatine:sodium symporter activity,1
10381,GO:0006600,creatine metabolic process,1
10382,GO:0015881,creatine transmembrane transport,1
10361,GO:0097441,basal dendrite,1
2756,GO:0006402,mRNA catabolic process,1
2728,GO:0050479,glyceryl-ether monooxygenase activity,1
10344,GO:0051615,histamine uptake,1
10334,GO:0015101,organic cation transmembrane transporter activity,1
10335,GO:0015562,efflux transmembrane transporter activity,1
10336,GO:0015695,organic cation transport,1
10339,GO:0019534,toxin transmembrane transporter activity,1
10340,GO:0042908,xenobiotic transport,1
10341,GO:0042910,xenobiotic transmembrane transporter activity,1
2725,GO:0006643,membrane lipid metabolic process,1
2726,GO:0019432,triglyceride biosynthetic process,1
10345,GO:0051620,norepinephrine uptake,1
2727,GO:0046485,ether lipid metabolic process,1
10346,GO:0051625,epinephrine uptake,1
10347,GO:0090494,dopamine uptake,1
10348,GO:0140115,export across plasma membrane,1
10349,GO:1901642,nucleoside transmembrane transport,1
10350,GO:1901998,toxin transport,1
10351,GO:1903825,organic acid transmembrane transport,1
10352,GO:0005452,inorganic anion exchanger activity,1
10353,GO:0008510,sodium:bicarbonate symporter activity,1
9504,GO:0038084,vascular endothelial growth factor signaling pathway,1
9253,GO:0071837,HMG box domain binding,1
9502,GO:0021828,gonadotrophin-releasing hormone neuronal migration to the hypothalamus,1
6726,GO:0097120,receptor localization to synapse,1
6732,GO:1902473,regulation of protein localization to synapse,1
8301,GO:0048742,regulation of skeletal muscle fiber development,1
6731,GO:1902305,regulation of sodium ion transmembrane transport,1
6730,GO:1901222,regulation of NIK/NF-kappaB signaling,1
8304,GO:0070933,histone H4 deacetylation,1
6729,GO:0099645,neurotransmitter receptor localization to postsynaptic specialization membrane,1
6728,GO:0099562,maintenance of postsynaptic density structure,1
6727,GO:0098919,structural constituent of postsynaptic density,1
8310,GO:1902437,positive regulation of male mating behavior,1
6687,GO:0042982,amyloid precursor protein metabolic process,1
8313,GO:1903428,positive regulation of reactive oxygen species biosynthetic process,1
6704,GO:0060022,hard palate development,1
6699,GO:0051660,establishment of centrosome localization,1
6698,GO:0048745,smooth muscle tissue development,1
6695,GO:0048608,reproductive structure development,1
6694,GO:0045197,establishment or maintenance of epithelial cell apical/basal polarity,1
6693,GO:0043622,cortical microtubule organization,1
6689,GO:0043219,lateral loop,1
6736,GO:1903286,regulation of potassium ion import,1
6737,GO:1903753,negative regulation of p38MAPK cascade,1
6738,GO:1903760,regulation of voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization,1
8296,GO:0045820,negative regulation of glycolytic process,1
6757,GO:0003323,type B pancreatic cell development,1
6756,GO:0002315,marginal zone B cell differentiation,1
6755,GO:0001757,somite specification,1
6751,GO:0001709,cell fate determination,1
6750,GO:0098981,cholinergic synapse,1
6749,GO:0023052,signaling,1
8278,GO:0019789,SUMO transferase activity,1
8279,GO:0031672,A band,1
8280,GO:0032041,NAD-dependent histone deacetylase activity (H3-K14 specific),1
8281,GO:0033235,positive regulation of protein sumoylation,1
8282,GO:0033558,protein deacetylase activity,1
8285,GO:0034983,peptidyl-lysine deacetylation,1
8286,GO:0042113,B cell activation,1
6742,GO:0005883,neurofilament,1
6739,GO:1903764,regulation of potassium ion export across plasma membrane,1
8294,GO:0043525,positive regulation of neuron apoptotic process,1
8295,GO:0045668,negative regulation of osteoblast differentiation,1
6688,GO:0043113,receptor clustering,1
6681,GO:0035748,myelin sheath abaxonal region,1
6928,GO:0032045,guanyl-nucleotide exchange factor complex,1
6604,GO:0021869,forebrain ventricular zone progenitor cell division,1
8359,GO:0042178,xenobiotic catabolic process,1
8360,GO:0043295,glutathione binding,1
8361,GO:0051122,hepoxilin biosynthetic process,1
8362,GO:0070458,cellular detoxification of nitrogen compound,1
8363,GO:1901687,glutathione derivative biosynthetic process,1
8364,GO:0002419,T cell mediated cytotoxicity directed against tumor cell target,1
6621,GO:0001771,immunological synapse formation,1
6612,GO:0070507,regulation of microtubule cytoskeleton organization,1
6603,GO:0021799,cerebral cortex radially oriented cell migration,1
6680,GO:0034629,cellular protein-containing complex localization,1
6602,GO:1900020,positive regulation of protein kinase C activity,1
8371,GO:0002485,"antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-dependent",1
8372,GO:0002726,positive regulation of T cell cytokine production,1
8373,GO:0005797,Golgi medial cisterna,1
6599,GO:0030126,COPI vesicle coat,1
8377,GO:0019885,antigen processing and presentation of endogenous peptide antigen via MHC class I,1
8378,GO:0030881,beta-2-microglobulin binding,1
8379,GO:0036037,"CD8-positive, alpha-beta T cell activation",1
8358,GO:0018916,nitrobenzene metabolic process,1
8357,GO:0006693,prostaglandin metabolic process,1
8356,GO:0004364,glutathione transferase activity,1
8355,GO:2001257,regulation of cation channel activity,1
6679,GO:0033268,node of Ranvier,1
6676,GO:0031641,regulation of myelination,1
6670,GO:0031579,membrane raft organization,1
6669,GO:0031253,cell projection membrane,1
6668,GO:0030953,astral microtubule organization,1
6667,GO:0030866,cortical actin cytoskeleton organization,1
8339,GO:0050870,positive regulation of T cell activation,1
6652,GO:0008092,cytoskeletal protein binding,1
13,GO:0003867,4-aminobutyrate transaminase activity,1
8347,GO:0035256,G protein-coupled glutamate receptor binding,1
8348,GO:0035591,signaling adaptor activity,1
8349,GO:0044309,neuron spine,1
6624,GO:0004721,phosphoprotein phosphatase activity,1
6623,GO:0002369,T cell cytokine production,1
6622,GO:0001935,endothelial cell proliferation,1
8353,GO:1902950,regulation of dendritic spine maintenance,1
8354,GO:2001256,regulation of store-operated calcium entry,1
6765,GO:0007368,determination of left/right symmetry,1
6766,GO:0007386,compartment pattern specification,1
6772,GO:0014807,regulation of somitogenesis,1
6834,GO:2000726,negative regulation of cardiac muscle cell differentiation,1
8177,GO:0051349,positive regulation of lyase activity,1
8178,GO:0051537,"2 iron, 2 sulfur cluster binding",1
8179,GO:0070301,cellular response to hydrogen peroxide,1
8180,GO:1904231,positive regulation of succinate dehydrogenase activity,1
8181,GO:1904234,positive regulation of aconitate hydratase activity,1
8182,GO:1990221,L-cysteine desulfurase complex,1
8183,GO:0001640,adenylate cyclase inhibiting G protein-coupled glutamate receptor activity,1
6837,GO:0030855,epithelial cell differentiation,1
6833,GO:1903672,positive regulation of sprouting angiogenesis,1
8265,GO:0014894,response to denervation involved in regulation of muscle adaptation,1
6832,GO:1900746,regulation of vascular endothelial growth factor signaling pathway,1
6831,GO:0098773,skin epidermis development,1
6827,GO:0097102,endothelial tip cell fate specification,1
6824,GO:0072583,clathrin-dependent endocytosis,1
6823,GO:0072070,loop of Henle development,1
6822,GO:0072014,proximal tubule development,1
8199,GO:0006448,regulation of translational elongation,1
8202,GO:0030296,protein tyrosine kinase activator activity,1
6842,GO:0048646,anatomical structure formation involved in morphogenesis,1
8174,GO:0044281,small molecule metabolic process,1
8173,GO:0034986,iron chaperone activity,1
8172,GO:0019230,proprioception,1
8141,GO:0021707,cerebellar granule cell differentiation,1
6899,GO:0007220,Notch receptor processing,1
6889,GO:0036158,outer dynein arm assembly,1
6888,GO:0036157,outer dynein arm,1
8155,GO:0004322,ferroxidase activity,1
8156,GO:0006119,oxidative phosphorylation,1
6862,GO:0098992,neuronal dense core vesicle,1
6861,GO:0043291,RAVE complex,1
6849,GO:0060322,head development,1
8164,GO:0008198,ferrous iron binding,1
8165,GO:0008199,ferric iron binding,1
8166,GO:0009060,aerobic respiration,1
8167,GO:0009792,embryo development ending in birth or egg hatching,1
8168,GO:0010722,regulation of ferrochelatase activity,1
8169,GO:0016226,iron-sulfur cluster assembly,1
8170,GO:0016540,protein autoprocessing,1
8171,GO:0018283,iron incorporation into metallo-sulfur cluster,1
6817,GO:0060853,Notch signaling pathway involved in arterial endothelial cell fate commitment,1
6816,GO:0060042,retina morphogenesis in camera-type eye,1
6815,GO:0051302,regulation of cell division,1
8234,GO:0010750,positive regulation of nitric oxide mediated signal transduction,1
